nome,renda,idade,etnia,sexo,casapropria,outrasrendas,estadocivil,escolaridade,default
"Mohamud, Brown",3334.473784900472,36.804363494395645,1,0,0,1,1,2,0
"Kelsey, Williams",4638.279947800069,50.28241776867439,0,0,0,0,1,1,0
"Ciara, Patterson",3959.928731222337,43.7080421813997,1,1,1,0,1,3,0
"Kendra, Fukushima",4018.7424463061097,51.798130500072794,0,1,0,0,1,2,1
"Tayyiba, al-Amen",3309.677601291937,43.06219772491582,1,1,1,0,1,2,0
"Craynisha, Brown",3506.073523115626,33.29987492266081,1,1,0,0,1,3,1
"Avery, Becerra",4394.714419677483,39.05240673056896,0,0,1,0,0,1,0
"Labeeba, el-Mahmoud",3192.0133647873567,21.803532834810632,1,1,0,0,0,1,1
"Tori, Busek",3460.404754136909,28.655554819178235,0,1,0,0,1,2,1
"Sabaaha, el-Rafiq",1663.2499767987672,41.630534590886626,0,1,0,0,0,1,1
"Jalen, Ingram",3921.1023037384102,23.2967500383794,1,0,1,1,0,2,1
"Antonio, Fraijo",2391.5139078242605,52.76145585792234,1,0,0,1,1,2,1
"Ruwaida, al-Sader",3510.7354004318872,19.856896611755236,1,1,1,0,0,3,1
"Dylan, Johnston",4578.888996580246,21.588077997788787,0,0,1,0,0,2,0
"Rebecca, Cockrum",2438.861257620152,40.196942569899406,1,1,0,0,1,1,1
"Zipporah, Trujillo",2300.966986920197,44.43126237672133,1,1,1,0,1,0,1
"Ngirchoeang, Lee",3536.9324928055266,43.920000338037866,1,0,1,1,1,1,0
"Donovan, Mcroy",4244.561010851963,39.5438311843895,0,0,1,0,1,1,0
"Stephanie, Guzman",3193.432143296064,41.52107196214822,0,1,0,1,0,1,1
"Fikriyya, el-Noor",2471.947041363639,33.59035102433453,1,1,0,0,1,2,1
"Morgan, Reyes",4335.547191823303,34.53463315362352,0,1,1,0,1,0,0
"Saajid, al-Sharaf",4228.480024575524,56.2460756858922,0,0,0,1,1,1,0
"Jessica, Collier",3736.4252937440788,28.991516517356327,1,1,1,0,0,1,1
"Kenneth, Johnson",3300.004460176763,45.63861770111699,1,0,0,0,0,2,1
"Miska, el-Can",4444.176559391187,46.329073976198906,0,1,1,0,0,3,0
"Savannah, Ontiveros",3159.033231543757,49.639122443851804,0,1,1,0,0,3,0
"Terry, Chay",4564.417924122391,52.57891328889894,0,0,0,0,1,1,0
"Shakira, Medina",4048.1436117433063,45.72572801465353,0,1,0,0,0,2,1
"Brianca, Taylor",3407.7842000375344,26.870825207922767,1,1,1,0,1,1,1
"Aliceia, Parker",4100.598838832041,48.02536796632383,0,1,1,0,0,2,0
"Hadiyya, el-Rahmani",3788.355711307512,44.01210535474928,0,1,1,1,1,2,0
"Yasmeen, Stone",5045.2258079642725,43.8365891287284,0,1,1,0,1,0,0
"Ali, al-Jabbour",2784.670947454912,22.347078992269388,1,0,1,1,0,2,0
"Safiyya, el-Ismael",4042.4285813591973,45.48608523458531,0,1,1,0,0,3,1
"Valerie, Sanchez",3688.6488377131873,50.35281101946315,0,1,0,0,1,1,0
"Muhammad, al-Sharif",2916.909096904371,29.97530432411248,0,0,0,0,1,2,0
"Corey, Elliott",4448.344043571635,19.018480560352366,1,0,1,1,1,2,0
"Emily, Morton",3390.968356093012,19.0522207794711,0,1,0,0,1,1,1
"Jennifer, White",4927.745369498667,36.98371165451596,0,1,1,0,0,1,0
"Kaalim, al-Mirza",4374.83864526791,50.27059397214925,0,0,1,0,0,1,0
"Rebecca, Casto",2281.3796450589907,27.614100848849553,0,1,0,0,0,0,1
"Gorge, Enriquez",2707.742015483252,36.56174442775617,1,0,0,0,0,1,1
"Mikhaila, Kabotie",2390.358552840035,39.36840660691458,0,1,0,0,0,3,1
"Mayyaada, el-Naqvi",3365.4635661374323,29.603747831379092,0,1,0,0,0,1,1
"Melanie, Lewis",3698.280780963317,59.96723699655678,0,1,0,0,1,2,0
"Gookjin, Chen",3100.6105603101537,41.39717674095076,0,0,0,0,1,1,0
"Martin, Dominguez",4162.997738230845,30.1900087018314,0,0,0,0,1,2,0
"Dalton, Fabjancic",3563.3022469127845,28.43422048591177,1,0,0,0,1,1,1
"Ghaidaa, al-Khalifa",3823.000634182229,41.11529237068261,1,1,0,1,0,0,1
"Haala, al-Tabatabai",2862.0305838499266,27.7712005862467,1,1,0,0,0,2,1
"Kayla, Jackson",2897.382762704845,50.416585875161005,1,1,0,0,1,3,0
"Paloma, Medina",3288.0105141440845,25.37586849005087,0,1,0,0,0,1,1
"Henry, Davis",3563.177750088318,22.966730320331024,1,0,1,0,0,3,0
"Jorge, Wilson",5157.586713634328,34.890775425706906,1,0,0,0,1,3,0
"Jonah, Heffelman",2099.214874802395,52.31886833143405,1,0,0,0,1,1,1
"Allen, Williford",3539.3829586193415,38.44493673041848,0,0,1,0,1,2,0
"Sage, Mccomb",3766.959371949621,41.504069588596984,0,0,1,1,1,3,0
"Anna, Litvak",3582.3229598888393,47.12798557235243,1,1,0,0,1,1,1
"Briana, Ross",3646.9076131141596,56.66914941279405,0,1,0,1,1,1,0
"Taylor, Vang",4262.20102653822,39.513163714754434,0,1,1,0,1,3,0
"Noora, al-Safi",4488.116923248095,20.26082930518782,0,1,1,0,1,1,0
"Chantana, Wu",3300.0438681146484,35.006009370947844,1,1,0,0,1,2,1
"Jaasir, el-Semaan",4424.647287434619,33.65264499241769,1,0,1,0,1,3,0
"Leah, Ott",3138.62285762917,58.58469233769122,1,1,0,0,0,1,1
"Mu'taz, el-Hashem",3432.8613995495302,39.68601193098098,1,0,0,0,1,1,1
"Jose, Martinez",4387.491701512431,47.46507760467854,1,0,0,0,0,0,1
"Sidney, Gardner",3540.819653448828,26.73595054205888,1,1,1,0,0,2,1
"Dalton, Worley",2912.1986201046284,30.830850195937522,0,0,0,0,1,2,0
"Anthony, Aldaco",3770.075313357008,43.79230237110562,0,0,0,0,1,2,0
"Elshadaii, Weaver",2100.9247611975884,41.844650607840876,1,1,1,0,1,3,1
"Ryan, Morton",2652.0335897408295,55.82545899901937,0,0,0,0,1,3,1
"Karlie, Johnson",2463.283070381628,25.439944732298613,1,1,1,0,0,0,1
"Trey, Revera-Barajas",2257.716343711415,50.72317856747679,1,0,0,0,0,0,1
"Joshua, Domer",4061.8846427790127,24.255151194059728,0,0,0,0,1,2,0
"Traci, Blackwell",2189.600062559007,58.63778804064885,1,1,0,1,0,2,1
"Ghassaan, el-Kalil",5304.449595732129,47.826080658326056,1,0,0,1,0,2,0
"Rachael, Green",4109.385551631668,38.303779424211086,1,1,0,1,0,1,1
"Tiffanie, Zheng",3569.759463037334,31.360448910901585,1,1,0,0,0,2,0
"Tessa, Rutherford",4915.887264538838,63.382385924455015,0,1,1,0,1,0,0
"Fahmi, al-Akram",3474.356889085504,28.263023325938867,1,0,1,0,1,1,0
"Danielle, Hoover",3490.4942846173103,41.07595035100395,0,1,0,0,0,0,1
"Shalynn, Hale",3454.734588315717,40.93095009499889,0,1,0,0,1,2,0
"Shawn, Herrera",1989.9726298085782,18.238178296520296,1,0,0,0,1,2,1
"Jaela, Hoover",3919.216351770744,45.37666868145062,1,1,0,0,1,2,0
"Danielle, Arriaga",3541.435395515612,18.409367946735205,0,1,0,0,0,2,1
"Yaasmeen, el-Akbar",2655.887166722715,26.9018844788202,0,1,0,0,1,0,1
"Tameshia, Demaria",1778.346750868861,27.673561441683923,1,1,0,0,0,2,1
"Jessica, Burns",2217.609244741646,31.28673492422443,0,1,0,0,1,2,1
"Ahnaf, Tang",5323.399228814377,35.024440677754804,0,0,1,0,0,3,0
"Jacqueline, Martinez",3555.6142982307415,49.49209552234967,1,1,0,0,1,1,1
"Jesse, Sortman",3178.9865117020927,32.71445603260703,1,0,0,0,1,3,1
"Naqiyya, al-Ali",4431.356999631492,40.18380571288459,0,1,0,1,1,3,0
"Hissa, al-Selim",3048.997993031135,32.5334790784003,1,1,0,0,1,2,1
"Emma, Arechiga",2469.1546238669807,20.901980557478964,0,1,0,0,0,2,1
"Indigo, Banks",2315.284018737055,44.60356534694096,1,1,0,0,1,2,1
"Eric, Uzor",4532.716159677693,54.018232862010066,1,0,0,0,1,3,0
"Radiyya, el-Assad",4686.819895609129,45.72730967808979,1,1,1,0,1,1,0
"Adam, Hata",3143.9019247075657,23.49025265149664,0,0,0,1,1,2,0
"Joshua, Goplin",4582.689858247299,20.40311594832908,0,0,1,0,0,0,0
"Victoria, Oliva",2440.90573461283,55.17226604402859,1,1,0,0,0,1,1
"Francisco, Garcia",3932.7223924165855,46.85846830935869,0,0,0,0,0,1,1
"Jacob, Juel",4563.33226080958,49.707708878970664,0,0,1,1,0,2,0
"Vincent, Crockett",3937.871307383943,57.62042257488432,1,0,0,0,1,2,0
"Brittany, Allan",3322.500434425661,41.597141920312694,1,1,0,0,1,0,1
"Richard, Nguyen",4013.4430909840157,31.597772233470824,1,0,1,0,1,2,0
"Donna, Heer",4011.891214306627,46.365322483341295,0,1,0,0,0,1,0
"Tiffanie, Duba",3504.5174777798784,43.27595166721215,1,1,0,0,1,0,1
"Alexia, Fitzsimmons",4298.050067617195,29.437487033275154,1,1,1,0,0,0,0
"Tevyn, Chicoine",4168.472030390339,45.168700858899484,0,1,0,0,0,2,0
"Taylor, Liestman",3717.943345375774,40.92636419672718,0,0,0,0,1,2,0
"Erron, Dawson",4457.928264706348,37.31894412092483,0,0,1,1,0,3,0
"Curtis, Ybarra",3736.782293234152,18.845264022238553,1,0,0,0,0,1,1
"William, Norris",3765.537684980371,29.621413689218308,0,0,0,0,1,1,1
"Jazlyn, Hartmann",3812.819443350182,28.724973386474993,0,1,1,0,1,1,0
"Richard, Bustamante-Harrison",4597.074170583755,50.42514363494207,0,0,0,0,1,2,0
"Nico, Dyer",3625.6245563993534,22.54437149359436,1,0,0,0,0,2,1
"Chelsi, Muniz",4380.693406529052,29.377474312157936,0,1,1,0,1,1,0
"Wade, Dammann",3250.8254207669297,33.18506601077245,1,0,1,1,1,2,0
"Kayla, Laneir",1998.2132460636515,43.35824716426004,1,1,1,0,1,1,1
"Anbara, al-Nasser",4234.7157327508485,40.53054981283629,0,1,1,0,1,3,0
"Gracie, Romero",2570.7362721666295,32.78344990077051,1,1,0,0,1,0,1
"Brooke, Lyle",3153.491796234703,23.664077919633545,0,1,0,0,1,3,1
"Evelyn, Martinez",3123.2931480644193,31.9068600284947,0,1,1,0,0,3,0
"Aqeel, al-Badie",5068.921801811511,33.64436655582591,0,0,1,0,1,2,0
"Rene, Castaneda",3805.4788645213534,28.977517195980987,0,0,0,0,1,1,1
"Kayle, Natonabah",3292.653312749597,26.649614292500157,0,0,1,1,0,2,0
"Krystel Lee, Simion",4711.943686072426,31.07143817639404,0,1,1,0,1,2,0
"Mitchell, Martinez",3273.177861605979,24.694560131660438,1,0,0,0,1,1,1
"Darin, Harris",2632.123909586921,51.91419594028396,1,0,0,1,0,3,0
"Shakeela, el-Shaheed",2784.153367226851,53.55120856981777,0,1,1,1,1,2,1
"Mahmood, el-Uddin",3462.676997222695,31.25875009109411,1,0,1,1,1,3,0
"Marcus, Spivey",2899.296010871924,22.957809568972884,0,0,1,0,0,1,1
"Kaalim, el-Mohiuddin",3174.834550015406,28.188078827707734,0,0,1,0,0,3,0
"Zaaid, el-Jama",3538.4379562316785,45.76225534320664,1,0,0,0,0,2,1
"Mark, Adams",4998.225636980048,38.03423517662296,0,0,1,0,0,1,0
"Riana, Jerry",3525.34136752365,45.6602967273662,0,1,1,0,0,2,1
"Damaris, Martinez",2890.723678781055,31.838256592795165,1,1,1,0,1,1,1
"Jaycee, Carter",3588.2326663835265,44.26265128799886,1,0,0,0,0,1,0
"Walter, Toledo",3733.110192704292,49.80668090606935,1,0,0,0,0,1,1
"Robert, Burke",4114.002021619002,37.62834470040167,1,0,0,0,0,2,0
"Shadenia, Long",2429.1419549005795,39.215329906591,1,1,0,1,0,1,1
"Alondra, Escobedo Andrade",4066.263228969795,23.479036173612766,1,0,1,1,1,3,0
"Samuel, Burkhardt",5252.310371137692,20.179933865359725,1,0,1,0,1,2,0
"Dale, Nelms",4671.237164128862,43.211052201303055,0,0,1,0,0,3,0
"Claudia, Montoya",3659.2680743877636,36.38943295936778,0,1,0,0,1,2,1
"Judah, Madrid",3535.8599817619856,31.782015037211305,1,0,1,1,1,1,1
"Peter, Luevano",3429.79157957446,38.188757564465995,0,0,0,0,0,1,1
"Yash, Peredo",4365.830526045044,30.03322757825712,0,0,1,1,0,0,0
"Alexus, Gaytan",2999.114734712077,44.993933908902484,0,0,1,0,1,2,0
"Gerardo, Fierro",3508.187705886153,42.532499099629895,0,0,0,0,1,2,0
"Phillip, O'Neill",3095.683702375004,28.2352917527922,0,0,1,0,1,3,1
"Vanessa, Farley",3365.120191175975,38.11126996567171,1,1,1,0,0,1,1
"Devante, Alford",3377.6292578877847,36.264953005983315,0,0,1,1,1,2,0
"Waseema, al-Rauf",3238.501491772797,34.98768624798142,1,1,1,0,0,3,0
"Delaney, Walker",2682.4384281753923,23.57556035364612,0,1,0,1,0,1,1
"Andrea, Terrazas Najera",4799.035869700065,29.130100607190517,1,1,0,0,0,1,0
"Ridwaan, el-Soltani",4490.620733118072,65.81947398534376,0,0,0,0,1,2,0
"Aja'Dea, Jones",2064.143173333038,26.572429094070976,0,1,0,0,1,3,1
"Zufar, el-Ashraf",3192.374726493773,21.672457573145703,1,0,0,0,1,1,0
"Yaasmeen, el-Lodi",4553.659346382824,47.81636817476282,0,1,1,0,0,3,0
"Kanani, Ross",4432.726387151022,41.91857262612007,1,1,1,0,1,2,0
"Jacob, Pfauth",2443.4204129458576,20.95717734283877,1,0,1,1,1,2,1
"Jeniffer, Duran",3169.2923779447765,30.54539047573982,0,1,0,1,1,3,1
"Brandon, Jones",3983.420603770144,62.47197717352019,0,0,1,0,1,1,0
"Danielle, Chaney",2526.1206666101016,20.675436755642295,1,1,0,0,1,2,1
"Lauryn, Le",2009.671900075508,51.71342718982055,0,1,0,0,0,1,1
"Zachery, Lind",2726.1539011825475,53.86157037148997,0,0,1,0,0,3,0
"Ali, al-Kamal",2621.888945161267,49.01082176237152,1,0,0,0,0,1,1
"Kendra, Martinez",4999.8909998303125,32.23460601528508,0,1,0,0,0,2,0
"Tara, Stephenson",3199.5036402658375,38.97777780693007,0,1,1,0,1,3,0
"Cannon, Shirley",4529.619910943915,37.468330290970435,0,0,1,0,0,2,0
"Yasmine, Aguilar",1987.7156330147243,37.417458589027994,0,1,0,0,1,1,1
"Ischara, Powell-Diaz",3606.775071697667,33.88813147177164,1,1,1,0,1,3,0
"Lucero, Rangel Garcia",1899.2046447960843,28.491862587007514,1,1,0,1,0,2,1
"Tynan, Baker",3517.6406385290707,42.314766316240956,1,0,0,0,0,2,1
"Joshua, Estes",4055.5009220085744,20.400435587935466,1,0,1,0,0,2,0
"Alex, Medina",3139.421440388547,38.390033857967104,0,0,0,0,0,2,0
"Marvin, Jacildo",4108.645380493215,41.078521168253914,1,0,1,1,1,0,0
"Anthony, Rem",4304.6035989800675,38.24744757673733,0,0,1,0,1,1,0
"Cierra, Morgan",2958.853134018667,24.17927468000821,0,1,0,0,0,3,1
"Natalie, Carter",3545.060965051637,36.927320419593165,0,1,1,0,0,0,0
"Charles, Simmons",3555.9923229837823,30.707250007015343,1,0,1,0,1,2,0
"Condeladio, Guardipee",3557.2056686600977,37.77140127394437,1,0,1,0,1,2,0
"Omar, Guerrero",2184.3256536939225,33.54056391244522,1,0,0,0,0,1,1
"Brazjhan, Edwards",3476.011545390771,40.53634758046066,0,0,1,0,1,2,0
"Ya'qoob, al-Doud",3123.405112050772,37.08587899578932,0,0,0,0,1,3,0
"Chandler, Running Rabbit",3747.783169462812,48.22028489089548,0,1,1,0,1,3,0
"Brandon, Korte",4231.049442424498,33.54040706599948,1,0,1,0,0,3,0
"Kiara, Le",4750.122045432919,37.5493437181559,0,1,0,0,1,2,0
"Christopher, Lara",4875.161245069899,25.13461617778403,0,0,1,0,0,0,0
"Kaitlin, Moore",2813.4882632173603,49.20520838802196,1,1,0,0,0,2,1
"Abdur Rahmaan, el-Sani",2153.563231070587,24.57605681980422,1,0,0,0,0,2,1
"Marcus, Olaka",5134.766127569386,44.912474553572906,1,0,0,0,0,2,0
"James, Ruiz",3331.2089350605656,35.796015478221854,0,0,1,0,1,1,0
"Vanessa, Quintana",3229.9316150500863,44.2800923043795,1,1,1,0,1,2,0
"Marriah, Benally",3168.8512361649255,36.343774547549486,1,1,0,0,1,1,1
"Bryson, Bezgunova",3021.4665983739196,61.22447718470483,0,0,1,0,1,2,0
"Pearl, Morford",3311.580775657034,55.06169795443917,1,1,0,0,0,1,1
"Maquaja, Fernandes",3590.4213156701026,26.028919334438402,1,1,1,0,1,2,0
"Addam, Williams",2968.1086004138956,29.76859643219968,1,0,0,0,0,2,1
"Brandon, Varanai",3485.5667520765887,26.053197331064222,1,0,0,0,1,0,1
"Charles, Olson",4800.386453655727,35.020218572951634,0,0,1,1,0,2,0
"Randall, Burba",4506.085004773877,21.211074796505272,1,0,1,0,1,1,0
"Brandon, Harris",4709.002940334793,37.730172688895685,0,0,1,0,0,2,0
"Kyle, Martinez",2973.2235012121378,50.08745776024617,1,0,0,1,1,2,1
"Izaiah, Terrazas Gonzales",3397.028620309303,51.11378613962268,1,0,0,1,0,2,1
"Kyle, Angeles",3336.694676186996,52.68996319591711,0,0,0,0,1,2,0
"Kylie, Her",3729.210952653164,36.647156192710895,1,1,0,0,0,2,1
"Oren, Macre",4152.340924961876,50.98463348820344,1,0,0,0,1,0,1
"Matthew, Clark",2790.817095194716,30.431078860554507,1,0,1,0,0,1,1
"Jaarallah, el-Miah",4599.26097879708,53.61756251592909,0,0,1,0,1,1,0
"Paula, Mazza",3816.7114894505585,33.79395784094433,0,1,0,0,1,1,0
"Sierra, Gideon",2655.0237805688266,31.470872787425083,1,1,0,0,0,2,1
"Dominique, Cameron",3007.0123866512745,34.01051376132161,1,1,0,0,0,1,1
"Michael, Ramirez",5223.682309031458,31.45965468620794,1,0,0,1,1,1,0
"Kaitlin, Her",3746.55298195056,24.35786806153176,0,1,0,0,1,1,1
"Sabrina, Holguin",2327.207100830613,51.149402748207,0,1,0,0,0,3,1
"Iniki, Wong",3506.046090935714,31.770495289624307,1,0,0,0,1,1,0
"Taneja, Tripplett",2414.808828997266,36.39688092632171,0,1,0,0,0,1,1
"Rajaa, el-Toure",5024.9097389135395,47.213912098290955,0,0,0,0,1,2,0
"Mykaela, Wachob",4335.31717826633,29.672190166369344,0,1,1,0,1,2,0
"August, Basak",3354.3994703002318,29.15940619708862,0,0,1,1,0,1,0
"Kathleen, Reicher",3407.1303756133957,21.21749339438975,1,1,0,0,1,1,1
"Maria, Winkler",1466.7205278739827,27.917877443713568,0,1,0,1,1,1,1
"Taiyler, Holt",3546.381207053553,20.50652831699699,0,1,1,0,1,2,0
"Ariyya, al-Abdo",3130.534528116366,20.096292400902403,0,1,0,0,0,3,1
"Alyssa, Ashley",2451.4747104021553,34.21144508685833,1,1,1,0,0,1,0
"Tae, Sulehria",3940.9489980251005,28.620583179129948,1,0,1,0,0,2,0
"Adam, Brown",3577.5673819238054,50.323696343975215,0,0,1,0,0,2,0
"Jonathan, Phan",2816.2612992056634,23.368137078343324,0,0,1,0,0,2,0
"Kelsey, Chapa",4666.604816329129,34.425846867986266,0,1,1,1,1,2,0
"Alejandro, Perez-Castillo",4033.8978106006493,37.23962371811027,0,0,0,0,1,3,0
"Ramon, Myagmarsuren",4675.354411178335,30.708666266351372,0,0,1,1,1,3,0
"Shardae, Adams",5069.735714153923,32.87640225874538,0,1,1,0,0,3,0
"Abeer, al-Salih",1960.4892499766315,26.537706559449987,1,1,0,0,0,1,1
"Mallori, Allen",2840.125152208251,53.33129196653369,1,1,0,0,0,1,1
"Jessica, Conley",4410.21996609631,45.243223379773326,1,1,0,0,1,2,0
"David, Posey",2866.385963833533,47.61498960162065,1,0,1,0,1,2,0
"Debra, Shavers",3806.400039662197,28.43771108849133,0,1,1,0,0,3,0
"Alexander, Abraham",2765.746528096276,28.680700929222297,1,0,0,0,0,1,0
"Ubaida, al-Abed",3349.150311985561,57.24752371114058,0,0,0,0,1,3,1
"Aundrea, Goins",2541.625972672923,42.606286565988206,1,1,0,0,1,1,1
"Kelyn, Kim",2109.559614662922,43.77139598971188,0,1,1,0,0,1,1
"Robert, Taylor",2665.2661891254284,29.863373115187684,1,0,0,0,0,2,1
"Marinna, Jenks",3548.395265969844,42.47728570440575,0,1,0,0,1,1,1
"Cynthia, Dumont",3665.8923842390477,40.200758044369564,0,1,1,0,1,0,0
"Morris, Osborne",2167.455010717041,21.6971363639459,1,0,0,0,0,1,1
"Madison, Moss",2529.919234094865,29.8528645901375,1,1,1,0,1,0,1
"Dewane, Martinez Mendez",4499.1075807548,54.95212030636129,0,0,1,1,0,1,0
"Chloe, Rapp",3103.001695602192,41.348997820889295,1,1,0,0,1,1,1
"Jonathan, Torres",3125.827420033478,21.005695800296962,1,0,0,0,1,2,1
"Kelly, Spindel",4611.572423300837,50.68554095476255,0,1,1,1,1,2,0
"Christopher, Vigil",3202.0714491169324,33.29510980125648,0,0,0,0,1,0,1
"Jeremy, Miller",3821.616971918652,53.713154369352544,0,0,1,1,0,2,0
"Matthew, Glass",3831.639128555092,50.05898850946994,1,0,0,1,0,1,0
"Nena, Vigil",3503.835725902659,65.77089515525653,1,1,0,0,0,3,0
"Bu Sun, Tran",3541.2775669596085,32.36524111580381,1,1,0,1,1,2,0
"Max, Haynes",3838.9009217886037,43.762036494252975,0,0,0,1,0,1,0
"Randy, Bohan",4812.539744091128,34.13794322263829,0,0,0,1,0,2,0
"Chaska, Brassard",2823.0813713713424,37.04110630299989,1,0,1,0,0,1,0
"Shelby, Hernandez",3768.0429358510955,57.62913672090055,0,1,1,1,1,3,0
"Chueyee, Tieu",4459.273708732998,36.92657246952882,1,0,0,0,1,1,0
"Venancio, Le",4938.4153774822335,54.56016673279666,0,0,1,1,0,1,0
"Maria, Villasana",2821.433888925445,33.73857662451683,0,1,1,1,0,3,0
"Brittany, Weare",3173.4689307566596,54.67748080692674,0,1,0,0,1,2,1
"Leonard, Irigoyen-Moreno",3604.3449479256433,44.387397411062985,0,0,1,0,0,2,0
"Ryan, Chavez",3977.244391177976,21.003965366631746,1,0,1,1,0,3,0
"Marrissa, Thomas",2765.3512670030095,41.68992318118428,1,1,0,1,0,1,1
"Itzel, Jiron",2404.387061936835,43.262614095750415,1,1,1,1,0,1,1
"Jasmine, Fortenberry",3758.95535030035,51.74613596561435,0,1,0,0,1,3,0
"Breana, Thompson Jr",2683.255767830521,28.47615551673734,0,1,0,0,0,1,1
"Sarah, Ota",4495.534634562558,45.48037158173815,0,1,0,0,0,3,0
"Ariana, Owens",3299.863585521845,28.106322929682644,1,1,1,0,0,1,1
"Shamah, Watson",2156.8801390885865,45.8731313002154,1,1,0,1,1,1,1
"Cecilia, Beyler",2835.186747084322,47.78165068168552,0,1,0,1,1,2,0
"Pha, Gallenstein",4078.9183816418627,54.76696516279057,1,0,0,1,0,2,1
"Prennis, Potts",4859.811744695407,35.18244276636188,1,0,0,0,1,2,0
"Shaheed, el-Fadel",4827.325800979825,19.7822403665632,0,0,0,1,1,1,0
"Tiana, Beckley",3885.2607511668266,18.242889900101748,0,1,0,0,1,2,1
"Grace, Nguyen",3103.7741025625755,36.20895333826733,1,1,0,0,0,2,1
"Tawfeeq, al-Saidi",4907.8017184524015,23.3586647177932,0,0,1,0,1,3,0
"Muna, al-Salaam",2612.501412462735,27.088182064916708,1,1,0,0,0,2,1
"Kyle, Delaney",3715.3974085110194,37.91733347260339,0,0,1,0,1,3,0
"Marcus, Garner",3650.2418676535026,30.015616079752892,0,0,1,0,0,0,0
"Ramon, Cox",3391.3022414967454,20.274462108500302,0,0,1,0,0,1,0
"Micah, Mitchell",4735.541204305135,37.26848857300912,0,0,1,1,1,1,0
"Haafil, al-Hashim",3486.504132180247,40.82362962256199,1,0,1,1,1,2,0
"Shaafi, el-Saidi",5228.4371495696805,31.42880909859317,0,0,1,1,1,2,0
"Christian, Steinbach",3342.549471663107,20.757967392913997,0,0,0,0,0,1,1
"Brandon, Toliver",3158.8975296819062,46.93320589158025,1,0,0,1,1,1,1
"Colton, Wamsley",2993.341546251026,21.011597932316363,1,0,1,1,0,1,1
"Sharaf, el-Begum",4774.880757547549,46.96745812488158,1,0,0,0,1,3,0
"Sayan, Morales",2080.8223243198595,48.91117882470533,0,0,1,0,0,3,1
"Adamina, Adams",4886.533950109168,33.737522619626986,0,1,0,0,0,2,0
"Suhaa, el-Abdulla",3695.1271995106213,25.33187580319367,0,1,0,0,0,1,1
"Mario, Silva-Adame",2318.3648170033593,23.86745254377727,1,0,0,0,1,0,1
"Alton, Henderson-Hayes",3824.863735734415,46.97168918160739,0,0,1,0,0,2,0
"Jada, Rea",4065.8943834498928,50.99436672217251,0,1,0,0,1,1,0
"Braedon, Pervis",5153.80517976215,21.808880885054307,0,0,0,0,1,2,0
"Jose, Muniz",4115.876528288049,38.88778571762855,1,0,0,0,1,1,0
"Darrion, Brown",4017.712865949663,42.018667781489675,0,0,0,1,1,2,0
"Shaheed, al-Ally",3027.079504456332,42.810008599216964,1,0,0,1,0,1,1
"Shafee'a, el-Mahmoud",3739.3825924444386,35.181540966650786,1,1,0,1,0,1,1
"Rebecca, Tieu",3867.9787390369247,54.01804620408582,0,1,1,1,0,3,0
"Christophe, Chapa",4455.712601802271,46.345839725683376,0,0,0,0,1,3,0
"Raashid, el-Abbas",4052.452940124658,35.9220995643994,0,0,0,0,1,1,0
"Nigel, Day",2961.8294116053926,37.98767051598339,1,0,0,0,0,2,1
"Derrick, Brown",4214.662281882775,37.419347558868395,0,0,0,0,1,2,0
"Shaleena, Hesli",2981.1804154777105,37.83413443994497,1,1,0,0,0,3,1
"Emmanuelle, Barideaux",3560.8019442797627,20.902164372615516,1,1,0,0,1,2,1
"Safwa, al-Mohamed",3551.810870915317,35.895854109865454,1,1,0,0,0,2,1
"Kyle, Barrett",3864.3948094608368,31.519709698146716,0,0,1,0,1,2,0
"Aalyah, Bynog",2411.913846333774,28.3879848521784,0,1,0,0,0,3,1
"Saalima, el-Mahdi",3562.0208607160694,47.05415385984733,1,1,0,0,0,2,1
"Sitaara, al-Jabbar",4211.712434860006,25.29838537876336,0,1,1,0,0,3,1
"Patience, Smith",3740.0256445301156,46.99813118445941,1,1,1,0,0,3,0
"John, Coe",3846.2193547106217,50.8751134220054,0,0,1,0,1,2,0
"Maranda, Begaye",3138.2517420709987,20.873734992897816,1,1,1,0,1,2,1
"Monica, Soto",3982.8214813722134,57.272166261107046,1,1,1,0,1,1,0
"Kindra, Elizondo",3258.6975217919266,21.246313262730837,0,1,1,0,1,1,1
"Chelsea, Williams",2727.5606702872237,36.61841061334386,1,1,0,0,0,0,1
"Carol, Ritchlin",4313.478638940773,43.93446855246985,0,1,1,0,1,0,1
"Ginika, Pierson",3938.9015394187004,36.20631928422199,0,0,1,0,1,3,0
"Christina, Trinh",3337.9757988311476,34.961647531987424,0,1,0,0,0,3,1
"Jasmine, Porter",3443.5268137488265,51.42136080223636,1,1,0,0,0,2,1
"Anthony, Lindgren",3865.3709769459215,44.11685139063121,0,0,1,0,1,0,1
"Chris, Juarez-Hernandez",4954.336912980848,42.32160799642421,0,0,0,1,0,3,0
"Izza, al-Abdi",5031.360368864226,52.82261146048494,0,1,1,0,0,0,0
"Shaahir, el-Kazi",3652.437003289015,33.40214641708137,1,0,0,0,1,2,0
"Sam, Bratcher",3145.385378548686,37.85478710336252,1,0,0,1,1,2,0
"Eshe, Ford",4057.7873323285144,23.56534351646482,0,1,0,0,0,1,1
"Emilie, Ledall",2838.4858354079233,47.73580185176792,0,1,0,0,1,2,1
